,Src,Eqid,Datetime,Lat,Lon,Mag,Depth,Nst,Place
266,nc,72090921,1382207490000,38.7863,-122.7638,1.2,2,,"1km NNW of The Geysers, California"
267,nn,00426778,1382207241176,37.2299,-116.8785,2.82,0,4,"37km NNW of Beatty, Nevada"
268,nc,72090901,1382205907400,38.7898,-122.7387,1.8,2.8,,"2km NE of The Geysers, California"
269,us,b000khbc,1382205296970,26.2676,-110.1778,6.5,7.98,,"75km SW of Etchoropo, Mexico"
270,us,b000khb4,1382204862030,36.3169,71.1074,4.4,112.97,,"43km NE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan"
271,us,b000khaq,1382203983060,-6.1459,-107.1144,4.5,15.39,,Central East Pacific Rise
272,nc,72090876,1382203528100,37.0207,-121.4707,1.3,8.9,,"8km E of Gilroy, California"
273,us,b000khak,1382202696650,-33.3517,-179.1762,4.7,1,,"214km S of L'Esperance Rock, New Zealand"
274,ci,11380866,1382202470700,33.0338,-116.4072,1.3,10.1,21,"18km ESE of Julian, California"
275,ak,10826962,1382199700000,60.2912,-150.765,2.7,26.3,,"27km S of Sterling, Alaska"
276,nc,72090851,1382199169900,38.814,-122.8253,1.4,3,,"7km NW of The Geysers, California"
277,ci,11380834,1382197500500,33.9107,-116.7483,1.5,17.2,35,"3km ESE of Cabazon, California"
278,ak,10826955,1382197347000,60.2331,-152.2453,2.3,61.3,,"39km SE of Redoubt Volcano, Alaska"
279,ak,10826954,1382197223000,60.5682,-141.6914,1,26.6,,"69km NE of Cape Yakataga, Alaska"
280,hv,60579336,1382196818200,19.495,-155.4492,2,4.7,,"23km WNW of Volcano, Hawaii"
281,ci,11380810,1382196106900,33.2258,-115.6825,2.1,4.7,13,"15km W of Niland, California"
282,us,b000kh94,1382195665890,38.2611,141.6375,4.9,62.4,,"34km ESE of Ishinomaki, Japan"
283,nc,72090846,1382195548700,37.0972,-119.4685,2.2,17.2,,"2km NE of Auberry, California"
284,nc,72090841,1382195459800,36.8492,-120.247,1.8,18,,"16km NE of Mendota, California"
285,nc,72090821,1382195334500,37.6085,-121.6948,1.5,4.2,,"10km SE of Livermore, California"
286,ci,11380794,1382195271500,33.5777,-116.718,1.3,14.6,18,"4km WNW of Anza, California"
287,nc,72090811,1382194531200,37.651,-119.3393,1.7,29.3,,"23km ESE of Yosemite Valley, California"
288,nc,72090791,1382193126800,40.3248,-122.0923,1.8,12,,"17km ESE of Cottonwood, California"
289,nc,72090776,1382191760400,36.6418,-121.2665,1.2,5.9,,"20km SSE of Ridgemark, California"
290,ci,11380778,1382191364700,33.6772,-116.7307,1.1,17.1,20,"7km S of Idyllwild-Pine Cove, California"
291,ci,11380770,1382190247200,33.452,-116.8498,1.1,9.9,12,"1km NE of Aguanga, California"
292,us,b000kh8x,1382190225180,-56.1898,-26.6636,5,55.41,,"65km NNE of Visokoi Island, "
293,ak,10826924,1382189362000,62.3868,-142.5061,3.2,35,,"108km SSE of Tok, Alaska"
294,ci,11380762,1382188402600,33.5797,-116.7173,1.4,14.3,17,"4km NW of Anza, California"
295,pr,13292004,1382187740900,19.2665,-67.569,2.9,43,10,"99km NNW of San Antonio, Puerto Rico"
296,nc,72090766,1382187394800,36.3027,-120.7813,1.8,11.6,,"32km ENE of King City, California"
297,us,b000kh85,1382185775000,43.675,10.274,3.4,9.9,,"5km NNW of Tirrenia, Italy"
298,ci,11380754,1382185305000,33.1802,-115.6293,1,3.7,10,"12km WNW of Calipatria, California"
299,ak,10826916,1382184285000,60.0857,-150.6646,2.1,35.1,,"47km SE of Cohoe, Alaska"
300,uu,60041757,1382183211700,38.1868,-112.6202,1.5,2.9,,"10km S of Beaver, Utah"
301,nc,72090756,1382182741800,38.789,-122.7627,1.1,2.4,,"1km NNW of The Geysers, California"
302,us,b000kh7w,1382182634540,-7.8853,154.5094,5.2,10,,"204km SSW of Panguna, Papua New Guinea"
303,ci,11380738,1382181812300,33.1862,-115.6418,1,5.1,8,"12km WSW of Niland, California"
304,ci,11380730,1382181688400,36.0988,-117.8938,1.8,6.6,9,"50km N of Inyokern, California"
305,pr,13292003,1382180568300,19.0296,-65.1809,3.3,125,3,"80km NNW of Charlotte Amalie, U.S. Virgin Islands"
306,us,b000kh7k,1382179679930,-17.6501,-172.8381,4.5,19.64,,"164km NE of Neiafu, Tonga"
307,ci,11380714,1382179063400,33.5792,-116.7182,1,14.9,18,"4km WNW of Anza, California"
308,ci,11380706,1382178645600,33.3068,-116.3847,1,9.5,18,"5km N of Borrego Springs, California"
309,nn,00426763,1382178609741,39.5888,-119.52,1.78,13.1911,24,"17km ESE of Spanish Springs, Nevada"
310,us,b000kh7b,1382177641310,51.4485,-175.0226,4.5,28.24,,"100km SW of Atka, Alaska"
311,ci,11380690,1382177343700,33.1672,-115.6053,1.2,6.3,8,"9km WNW of Calipatria, California"
312,ak,10826898,1382177121000,62.7421,-150.7351,1.7,92.7,,"56km NW of Talkeetna, Alaska"
313,ci,11380634,1382175058200,33.5778,-116.7232,1.7,15.1,49,"5km WNW of Anza, California"
314,nc,72090706,1382174432000,38.817,-122.8168,1.2,2.7,,"6km NW of The Geysers, California"
315,ci,11380618,1382173178100,32.8728,-116.2523,1.4,4.5,33,"26km ENE of Pine Valley, California"
316,nc,72090701,1382172668400,38.8257,-122.8013,1,0,,"6km W of Cobb, California"
317,se,101913a,1382172117400,37.7476,-80.6433,2.2,8.2,8,"2km N of Alderson, West Virginia"
318,nc,72090696,1382171249000,36.6005,-121.2147,1.7,8.7,,"21km NNE of Soledad, California"
319,us,b000kh6e,1382170434290,21.8054,121.3122,4.6,59.75,,"62km ESE of Hengchun, Taiwan"
320,us,b000kh6c,1382170289430,42.9727,-111.0575,3.3,5.11,,"29km NNW of Afton, Wyoming"
321,us,b000kh6d,1382169851370,42.9587,-111.0183,2.7,4.01,,"26km NNW of Afton, Wyoming"
322,pr,13292002,1382169657600,18.2061,-67.5085,2.3,25,5,"30km WSW of Stella, Puerto Rico"
323,nc,72090681,1382168029700,36.8235,-121.3753,2.1,7.7,,"1km NW of Ridgemark, California"
324,nm,102113a,1382166444800,36.5363,-89.6335,1.4,8.9,18,"6km SSW of Lilbourn, Missouri"
325,ak,10826883,1382165377000,61.33,-150.3177,1.7,31.4,,"25km WNW of Anchorage, Alaska"
326,nn,00426762,1382165210978,39.6659,-119.6936,1.22,9.5118,26,"2km NNE of Spanish Springs, Nevada"
327,ci,11380578,1382164641400,33.3525,-116.2428,1.1,10.7,20,"16km NE of Borrego Springs, California"
328,ak,10826875,1382163611000,60.3459,-152.084,1.7,68.8,,"39km ESE of Redoubt Volcano, Alaska"
329,ci,11380562,1382163489800,34.9013,-119.0455,1.3,22.6,13,"11km ENE of Pine Mountain Club, California"
330,nc,72090646,1382162072200,38.8113,-122.8148,1.8,2.6,,"6km NW of The Geysers, California"
331,nc,72090651,1382162031800,37.6565,-119.4098,1.6,7.8,,"17km ESE of Yosemite Valley, California"
332,us,b000kh4s,1382160761390,-1.6961,-80.9867,4.3,36.73,,"57km N of Salinas, Ecuador"
333,ci,11380546,1382160726000,33.301,-116.3725,1.1,12,20,"5km N of Borrego Springs, California"
334,ci,11380538,1382160679200,33.3077,-116.3953,2.5,8,81,"6km NNW of Borrego Springs, California"
335,ci,11380530,1382160372600,32.6595,-115.8707,1.3,9.7,15,"22km SW of Seeley, California"
336,ak,10826859,1382159389000,63.4906,-151.1774,2.5,0.4,,"111km W of Cantwell, Alaska"
337,pr,13292001,1382159326000,18.1495,-67.2714,2.7,36,7,"12km NW of Puerto Real, Puerto Rico"
338,nc,72090621,1382158438000,38.8028,-122.7972,1.1,1.8,,"4km NW of The Geysers, California"
339,us,b000kh49,1382158220560,-20.791,-178.4966,4.5,587.39,,"26km SE of Ndoi Island, Fiji"
340,nc,72090616,1382157927300,38.4502,-122.6775,1.8,8.2,,"3km ENE of Santa Rosa, California"
341,us,b000kh3y,1382156311940,33.6392,140.6193,4.4,50.27,,"98km NE of Hachijo-jima, Japan"
342,pr,13292000,1382156114600,18.4115,-68.9732,3.4,111,12,"1km S of La Romana, Dominican Republic"
343,nc,72090606,1382155463500,38.7993,-122.8127,1.5,3.1,,"5km WNW of The Geysers, California"
344,nc,72090601,1382155344500,36.6003,-121.2113,3.4,8.7,,"22km NNE of Soledad, California"
345,us,b000kh3k,1382154910090,17.24,-95.1491,4.4,112.3,,"13km NW of Palomares, Mexico"
346,nc,72090596,1382154322700,36.6422,-121.2715,2,6.2,,"20km SSE of Ridgemark, California"
347,nc,72090591,1382154283100,36.6452,-121.2703,2.7,7.2,,"20km SSE of Ridgemark, California"
348,nc,72090576,1382152951700,38.8362,-122.8025,1,2.7,,"7km WNW of Cobb, California"
349,us,b000kh37,1382151503880,45.5361,150.0805,4.6,116.08,,"175km ENE of Kuril'sk, Russia"
350,ci,11380474,1382151368900,32.6263,-115.72,1.7,8.4,20,"13km WNW of Progreso, Mexico"
351,ci,11380466,1382150050500,36.0192,-117.7763,1.8,2,10,"41km N of Inyokern, California"
352,ak,10826840,1382149204000,63.0324,-150.8475,1.3,118.2,,"87km NNW of Talkeetna, Alaska"
353,us,b000kh2q,1382149153630,35.0463,23.0584,4,10.15,,"60km WSW of Palaiochora, Greece"
354,ak,10826837,1382148903000,63.4493,-147.8532,1.3,15.7,,"55km E of Cantwell, Alaska"
355,nc,72090551,1382147679800,37.544,-118.8003,1,10.4,,"19km SE of Mammoth Lakes, California"
356,ak,10826833,1382147530000,60.053,-152.7393,2.3,100,,"48km S of Redoubt Volcano, Alaska"
357,us,b000kh2d,1382147245680,4.6529,95.1241,4.6,66.03,,"102km SSW of Banda Aceh, Indonesia"
358,ci,11380458,1382146879700,35.0398,-118.541,1.4,5.7,16,"10km ESE of Stallion Springs, California"
359,us,b000kh2b,1382146716090,-29.7563,-176.6759,4.6,59.35,,"130km ESE of Raoul Island, New Zealand"
360,uw,60613767,1382142146900,44.1122,-123.1243,1.6,0,,"5km WSW of Coburg, Oregon"
361,us,b000kh1c,1382141952800,36.1113,-9.912,4.3,20.89,,"132km SW of Sagres, Portugal"
362,ak,10826659,1382141831000,63.5869,-147.3133,2.2,0.2,26,"84km ENE of Cantwell, Alaska"
363,nc,72090511,1382141509200,36.8793,-121.6,1.5,2.7,,"3km ESE of Aromas, California"
364,us,b000kh13,1382141152530,43.4702,-111.0344,3.6,3.54,,"13km WSW of Wilson, Wyoming"
365,ak,10826653,1382140113000,63.246,-150.4946,1.3,13.1,18,"79km W of Cantwell, Alaska"
366,us,b000kh0c,1382137820990,36.4872,71.107,4.5,229.81,,"43km WSW of Ashkasham, Afghanistan"
367,ak,10826642,1382137347000,64.9842,-147.3502,1.3,0,11,"22km NNE of Badger, Alaska"
368,nc,72090481,1382136778300,38.8258,-122.8695,1,3.9,,"11km WNW of The Geysers, California"
369,us,b000kgzq,1382136471550,-8.893,-74.4239,4.6,145.76,,"58km SSE of Pucallpa, Peru"
370,ci,11380386,1382135472100,35.837,-117.6973,2.4,6.7,35,"22km NNE of China Lake Acres, California"
371,ci,11380378,1382134298800,31.2658,-115.5745,3.1,7.3,3,"65km NE of Camalu, Mexico"
372,ci,11380362,1382131597100,33.466,-116.4315,1.2,8.5,40,"23km NNW of Borrego Springs, California"
373,ak,10826614,1382131232000,61.943,-151.9726,2.3,101.8,45,"104km WNW of Willow, Alaska"
374,ak,10826612,1382130876000,63.8333,-148.2474,1.3,100,,"35km E of Healy, Alaska"
375,ak,10827714,1382130227000,62.8629,-150.698,1.5,100.8,19,"67km NNW of Talkeetna, Alaska"
376,ak,10826606,1382130037000,60.3257,-151.9458,1.7,75.1,26,"35km W of Cohoe, Alaska"
377,us,b000kgvg,1382129716280,-55.1445,-33.1734,4.9,17.28,,"235km ESE of Grytviken, South Georgia and the South Sandwich Islands"
378,nc,72090371,1382128595000,40.3482,-124.412,3.1,33,,"28km SSW of Ferndale, California"
379,nc,72090366,1382127955600,37.9483,-122.0595,1.5,10.7,,"0km ENE of Pleasant Hill, California"
380,nc,72090361,1382127762200,38.789,-122.7293,1.2,2.8,,"2km ENE of The Geysers, California"
381,ak,10827712,1382127474000,60.4386,-153.5342,2.4,186.4,34,"43km W of Redoubt Volcano, Alaska"
382,ak,10826587,1382125897000,62.4615,-147.9242,1.4,46.8,18,"88km NNE of Sutton-Alpine, Alaska"
383,nc,72090331,1382125262300,37.3233,-122.1118,1.7,0,,"3km SSW of Loyola, California"
384,nc,72090336,1382124909000,40.1753,-121.0052,1.7,12.3,,"6km NW of Greenville, California"
385,nc,72090316,1382123869200,37.516,-118.868,1.4,6.5,,"17km SSE of Mammoth Lakes, California"
386,ci,11380306,1382123836500,33.8388,-117.5097,1.2,0,27,"1km E of El Cerrito, California"
387,nc,72090306,1382123440400,37.5158,-118.8667,1.4,6.4,,"17km SSE of Mammoth Lakes, California"
388,nc,72090301,1382123051700,37.5155,-118.8693,2,6.1,,"17km SSE of Mammoth Lakes, California"
389,uw,60613437,1382122222700,49.1817,-122.3312,1.1,0,,"5km NNW of Mission, Canada"
390,ak,10826562,1382121513000,58.8717,-134.4724,2,1,7,"63km N of Juneau, Alaska"
391,ak,10827709,1382120621000,56.675,-156.7823,2.7,68.4,14,"118km NW of Chirikof Island, Alaska"
392,hv,60578801,1382119640700,19.3703,-155.2407,2.1,32,,"6km S of Volcano, Hawaii"
393,us,b000kgm0,1382119300900,-19.7528,-176.7417,4.9,302.72,,"221km NW of Nuku`alofa, Tonga"
394,ci,11380266,1382117938600,33.0642,-116.3852,1.2,13.7,27,"20km E of Julian, California"
395,us,b000kgji,1382116146740,9.6523,123.6124,4.5,54.84,,"12km E of El Pardo, Philippines"
396,ak,10826502,1382114920000,63.8021,-148.4757,1.9,103.2,27,"24km ESE of Healy, Alaska"
397,ci,11380250,1382114386300,34.0485,-117.3138,1.2,0,9,3km E of Quarry at SLOVER
398,uu,60041647,1382114245400,40.7237,-112.0188,1.6,8.3,,"3km NNW of West Valley City, Utah"
399,nc,72090226,1382113759900,39.7213,-122.854,2,0.2,,"34km ESE of Covelo, California"
400,ak,10826471,1382113159000,61.4004,-149.9427,1.7,31.2,28,"13km S of Big Lake, Alaska"
401,ak,10826464,1382112068000,62.8071,-148.9133,1.2,62.4,16,"65km S of Cantwell, Alaska"
402,nc,72090211,1382112012700,37.3488,-121.9505,1.1,5.2,,"0km SE of Santa Clara, California"
403,us,b000kh5m,1382110940080,35.598,-97.376,2.5,5,,"8km N of Spencer, Oklahoma"
404,nc,72090196,1382110325400,38.8413,-122.8418,1.1,1.8,,"10km WNW of Cobb, California"
405,ci,11380242,1382110141400,34.0707,-116.7665,2.4,12.7,78,"17km W of Morongo Valley, California"
406,nc,72090166,1382108941800,38.7825,-122.7318,1.3,1.7,,"2km ENE of The Geysers, California"
407,us,b000kge2,1382108911850,35.6411,11.0104,4.5,27.67,,"2km NNE of Al Baqalitah, Tunisia"
408,ak,10826450,1382107024000,64.4128,-147.9966,1.6,12.4,23,"48km SSW of Badger, Alaska"
409,nc,72090151,1382106687600,38.8148,-122.8138,1,3.7,,"6km NW of The Geysers, California"
410,nc,72090141,1382105962300,37.2922,-122.3715,1.5,9.3,,"15km SW of Portola Valley, California"
411,hv,60578691,1382105515300,19.3678,-155.0868,1.7,1.8,,"16km S of Fern Acres, Hawaii"
412,pr,13291008,1382105108300,18.9428,-67.6635,2.8,7,11,"77km NW of San Antonio, Puerto Rico"
413,us,b000kh58,1382104749930,35.668,-97.131,2.9,5,,"5km E of Luther, Oklahoma"
414,ak,10826442,1382104370000,65.8299,-150.3299,1.6,15.1,14,"93km N of Manley Hot Springs, Alaska"
415,ak,10827703,1382103435000,53.459,-165.7416,1.8,27.4,8,"69km SE of Unalaska, Alaska"
416,ak,10826437,1382103306000,61.2016,-151.3929,1.8,78.1,32,"57km N of Nikiski, Alaska"
417,nn,00426708,1382103173025,37.9606,-114.7951,1.31,18.0664,7,"30km W of Pioche, Nevada"
418,us,b000kgbw,1382102302340,28.2579,66.4887,5.3,10,,"34km SE of Surab, Pakistan"
419,us,b000kgbr,1382101946500,25.9654,64.0732,4.7,15.58,,"98km NE of Pasni, Pakistan"
420,ak,10826426,1382101039000,64.0816,-148.0287,1.1,7.2,21,"52km ENE of Healy, Alaska"
421,ak,10826424,1382100826000,64.8145,-147.2636,1.9,18.6,20,"8km NNE of North Pole, Alaska"
422,ak,10827698,1382100564000,60.0453,-147.8845,2,6.3,16,"85km E of Bear Creek, Alaska"
423,ci,11380178,1382099088200,33.0357,-116.4187,1,5.1,35,"17km ESE of Julian, California"
424,ak,10826418,1382097064000,61.833,-149.9727,1.5,32.1,19,"10km NNE of Willow, Alaska"
425,nc,72090081,1382096810900,35.8385,-121.196,2.7,4.7,,"21km N of San Simeon, California"
426,nn,00426705,1382096714740,38.4187,-118.7618,1.3,0,7,"16km SW of Hawthorne, Nevada"
427,nc,72090076,1382096344500,38.8375,-122.8383,1.3,2.7,,"9km NW of The Geysers, California"
428,ak,10826410,1382095173000,63.6662,-151.8127,1.3,7.8,16,"142km W of Healy, Alaska"
429,us,b000kgb8,1382095132380,-6.7064,154.911,4.5,43.98,,"76km SW of Panguna, Papua New Guinea"
430,nc,72090061,1382094867100,37.858,-122.01,1.2,5.2,,"2km ENE of Alamo, California"
431,ak,10826407,1382094552000,62.2211,-150.0613,1.4,7.8,19,"11km SSE of Talkeetna, Alaska"
432,nc,72090056,1382094153400,37.5403,-118.8523,1.1,9.9,,"16km SE of Mammoth Lakes, California"
433,nc,72090051,1382093384500,38.8372,-122.7515,1.2,1.3,,"2km NW of Cobb, California"
434,nc,72090046,1382093349700,38.8373,-122.7512,1.8,1.7,,"2km NW of Cobb, California"
435,nc,72090036,1382093243900,38.8373,-122.7518,2.1,1.7,,"3km NW of Cobb, California"
436,nc,72090031,1382093149700,38.8342,-122.7532,2,1.1,,"2km WNW of Cobb, California"
437,us,b000kgau,1382091435380,-6.5343,155.0519,4.5,54.24,,"53km WSW of Panguna, Papua New Guinea"
438,ak,10826390,1382091223000,61.7195,-150.0342,1.7,47.5,30,"3km S of Willow, Alaska"
439,nn,00426700,1382090689371,38.1198,-118.1346,2.14,0,32,"62km SE of Hawthorne, Nevada"
440,ci,11380130,1382090320900,36.0842,-117.8815,1.1,2.7,21,"48km N of Inyokern, California"
441,us,b000kgah,1382089247610,37.4448,141.6125,4.7,52.23,,"54km E of Namie, Japan"
442,ak,10827693,1382088981000,61.2564,-147.4561,1.4,12.5,17,"61km WNW of Valdez, Alaska"
443,pr,13291005,1382088294900,17.816,-67.0375,1.9,33,5,"17km S of La Parguera, Puerto Rico"
444,pr,13291004,1382088236900,17.8442,-67.055,2,35,5,"14km S of La Parguera, Puerto Rico"
445,ci,11380122,1382087075500,33.4838,-116.5775,1.1,8.2,36,"11km SE of Anza, California"
446,us,b000kg9j,1382086086480,9.7763,123.9308,4.8,20.13,,"3km E of Antequera, Philippines"
447,pr,13291002,1382085847500,19.1448,-66.4947,3.1,20,17,"75km N of Tierras Nuevas Poniente, Puerto Rico"
448,ci,11380114,1382084909100,36.0293,-118.3005,1.5,15.4,17,"32km NNE of Kernville, California"
449,ak,10826378,1382084807000,61.9338,-150.4973,1.6,54.8,32,"31km NW of Willow, Alaska"
450,nc,72089956,1382084128100,38.824,-122.8088,1.2,3.4,,"6km NW of The Geysers, California"
451,ak,10826372,1382082864000,63.3967,-151.4634,1.4,11.1,17,"125km W of Cantwell, Alaska"
452,ak,10826371,1382082611000,61.473,-141.582,1,3.1,14,"152km E of Chitina, Alaska"
453,pr,13291003,1382082569300,17.8817,-67.222,1.9,30,4,"11km SSW of Pole Ojea, Puerto Rico"
454,us,b000kg8u,1382081556490,-12.7621,-77.0973,4,41.74,,"47km SW of Chilca, Peru"
455,ak,10826369,1382081418000,62.5792,-151.0893,1.6,82,25,"58km WNW of Talkeetna, Alaska"
456,uu,60041627,1382081317000,38.9565,-111.4053,1.3,1.4,,"28km WSW of Ferron, Utah"
457,hv,60234978,1382081282200,19.5143,-155.6642,1.1,6.8,,"22km ENE of Honaunau-Napoopoo, Hawaii"
458,us,b000kg8l,1382081073170,9.9107,124.143,4.6,20.65,,"5km E of Sagbayan, Philippines"
459,ak,10826364,1382080554000,62.3559,-148.1895,1.5,43.7,27,"71km NNE of Sutton-Alpine, Alaska"
460,ci,11380098,1382080121500,36.0068,-117.8025,1.6,2.1,11,"39km N of Inyokern, California"
461,hv,60578586,1382079649400,19.3908,-155.2808,1.7,2.5,,"6km SW of Volcano, Hawaii"
462,nc,72089931,1382078777800,38.8393,-122.8278,1.2,2.8,,"9km WNW of Cobb, California"
463,us,b000kg7v,1382078055970,3.6443,122.593,4.3,579.06,,"274km SSE of Tabiauan, Philippines"
464,ak,10826360,1382077134000,59.7749,-152.8891,1.6,10,25,"59km W of Anchor Point, Alaska"
465,nc,72089921,1382076805900,40.2952,-124.4772,2.4,20.4,,"36km SSW of Ferndale, California"
466,nc,72089916,1382076721400,39.5377,-122.373,1.7,4.6,,"15km W of Willows, California"
467,ak,10827686,1382076661000,62.534,-150.9481,1.2,81,13,"49km WNW of Talkeetna, Alaska"
468,ak,10826352,1382076527000,54.1653,-164.3761,3,71.3,20,"91km E of Akutan, Alaska"
469,ak,10826350,1382076141000,61.64,-151.2669,1.4,5,20,"66km W of Willow, Alaska"
470,nc,72089901,1382074748100,38.8052,-122.8143,1.1,4,,"5km WNW of The Geysers, California"
471,nc,72089896,1382073861800,38.8373,-122.7762,1,2.6,,"4km WNW of Cobb, California"
472,ak,10826335,1382072982000,61.4796,-150.6396,1.8,46.5,33,"36km W of Big Lake, Alaska"
473,ak,10826334,1382072940000,60.073,-141.6961,1.5,0,14,"40km E of Cape Yakataga, Alaska"
474,nc,72089881,1382072803700,36.5837,-121.183,2,2.8,,"21km NE of Soledad, California"
475,nn,00426697,1382072752267,39.0803,-118.974,1.27,12.4379,13,"19km ENE of Yerington, Nevada"
476,us,b000kg7b,1382072700910,-6.6267,154.9386,4.9,38.4,,"69km WSW of Panguna, Papua New Guinea"
477,us,b000kg74,1382072184400,16.6506,122.2026,4.6,48.94,,"24km ESE of Dicamay, Philippines"
478,hv,60578546,1382072155200,19.3905,-155.2492,2.1,2.5,,"4km SSW of Volcano, Hawaii"
479,hv,60578551,1382072154900,19.3987,-155.2128,2,3.5,,"4km SE of Volcano, Hawaii"
480,nc,72089871,1382072047600,38.8143,-122.8218,1.5,3.6,,"7km NW of The Geysers, California"
481,ak,10826326,1382072045000,62.8101,-149.3206,1.1,66,22,"67km NE of Talkeetna, Alaska"
482,nc,72089866,1382071963300,38.8157,-122.8272,1.4,2.7,,"7km NW of The Geysers, California"
483,uu,60041612,1382070180600,38.9793,-111.4047,1.5,6.8,,"26km WSW of Ferron, Utah"
484,ak,10826317,1382069994000,61.8957,-149.9263,1.4,46.1,23,"17km NNE of Willow, Alaska"
485,ci,11380058,1382069869900,33.6713,-116.6565,1,15.6,15,"9km SE of Idyllwild, California"
486,us,b000kg6q,1382069641720,36.7111,71.1215,4.3,215.63,,"30km ESE of Jarm, Afghanistan"
487,nc,72089851,1382069158700,38.8402,-122.7715,1,1.8,,"4km WNW of Cobb, California"
488,ak,10827679,1382068974000,60.6248,-151.6764,1.5,76.1,16,"22km WSW of Nikiski, Alaska"
489,us,b000kg6l,1382068917150,16.1425,-60.7685,4.4,44.69,,"37km ESE of Grande Anse, Guadeloupe"
490,nn,00426694,1382068823146,39.6072,-119.795,1.2,2.1224,26,"2km NW of Sun Valley, Nevada"
491,nc,72089821,1382066805800,38.8403,-122.8285,1.7,2.6,,"9km WNW of Cobb, California"
492,nc,72089816,1382066442500,38.8085,-122.7965,1.2,3.5,,"4km NW of The Geysers, California"
493,ci,11380042,1382066099100,33.8905,-116.9098,1,14,34,"4km SW of Banning, California"
494,us,b000kg60,1382064225760,16.3929,-96.3449,4.1,68.96,,"10km NE of San Cristobal Amatlan, Mexico"
495,uu,60041602,1382062403400,38.9648,-111.3903,1.4,8,,"26km WSW of Ferron, Utah"
496,ak,10827678,1382061921000,53.5558,-165.1827,2.5,57.1,12,"75km SSE of Akutan, Alaska"
497,uu,60041597,1382061600000,37.8118,-113.4362,1,8.3,,"36km WNW of Cedar City, Utah"
498,nc,72089796,1382061007200,38.8273,-122.8745,1.8,2.1,,"11km WNW of The Geysers, California"
499,us,b000kg5r,1382060352340,-28.9952,-177.3712,4.8,68.09,,"59km ENE of Raoul Island, New Zealand"
500,us,b000kg5p,1382059956670,-1.0801,-81.3056,4.6,25.2,,"65km WSW of Manta, Ecuador"
501,nn,00426692,1382059941735,37.2724,-117.495,1.18,0,21,"53km SSW of Goldfield, Nevada"
502,ak,10827677,1382059909000,62.8693,-150.8446,1.4,89.9,17,"71km NNW of Talkeetna, Alaska"
503,us,b000kg5q,1382059845140,7.9178,-38.5333,4.9,10,,Central Mid-Atlantic Ridge
504,ci,11380010,1382058913800,32.8522,-116.0628,1.5,3.4,10,"35km W of Seeley, California"
505,ak,10827676,1382058577000,59.8427,-152.6346,1.8,91.2,20,"45km W of Anchor Point, Alaska"
506,ak,10826282,1382057073000,61.5002,-140.6229,1.5,1,,"187km WNW of Haines Junction, Canada"
507,pr,13291001,1382057000700,19.4955,-66.0585,3.1,15,4,"114km N of San Juan, Puerto Rico"
508,ak,10826281,1382056713000,59.9126,-141.5544,1.8,19.7,,"51km ESE of Cape Yakataga, Alaska"
509,pr,13291000,1382056681300,19.7154,-65.3018,3.2,18,6,"153km NNE of Vieques, Puerto Rico"
510,ak,10827674,1382055780000,60.1472,-152.8548,2,114.9,29,"38km S of Redoubt Volcano, Alaska"
511,nc,72089771,1382055545500,38.8027,-122.771,1,2.3,,"3km NNW of The Geysers, California"
512,ak,10826125,1382055221000,63.2653,-149.0013,1.2,90.2,,"14km S of Cantwell, Alaska"
513,nc,72089756,1382054521600,36.6177,-121.1228,1.3,5.4,,"28km NE of Soledad, California"
514,ak,10827672,1382054482000,57.8251,-156.7577,2.3,0.6,19,"96km S of King Salmon, Alaska"
515,ci,11379994,1382053206400,33.1578,-115.6328,1,10.9,12,"11km WNW of Calipatria, California"
516,ak,10826080,1382052113000,61.1046,-139.9937,2,3.5,,"140km WNW of Haines Junction, Canada"
517,uw,60612907,1382051609000,49.342,-120.6212,2.1,0,,"15km SSW of Princeton, Canada"
518,ak,10826078,1382051070000,63.0823,-151.7662,1.1,19.7,4,"119km NW of Talkeetna, Alaska"
519,ak,10825962,1382049886000,61.9603,-148.2673,1.9,29,,"35km ENE of Sutton-Alpine, Alaska"
520,ci,11379962,1382048867000,31.2453,-115.6183,2.9,6,3,"61km NE of Camalu, Mexico"
521,nc,72089726,1382048604900,36.6223,-121.1617,2.9,7.9,,"26km NE of Soledad, California"
522,ci,11379930,1382048001800,36.0828,-117.8803,1.1,2.4,19,"48km N of Inyokern, California"
523,ci,11379914,1382046162000,34.0273,-117.181,1.1,11.8,20,"3km S of Redlands, California"
524,nc,72089686,1382045409200,40.7197,-122.3228,2.4,21,,"5km NE of Shasta Lake, California"
525,ci,11379906,1382045010800,34.054,-117.247,1.4,12.2,56,"1km ENE of Loma Linda, California"
526,ci,11379898,1382044748100,33.955,-117.227,1.2,14,23,"1km N of Moreno Valley, California"
527,ak,10825923,1382042519000,61.4834,-141.6105,1.2,15.4,,"150km E of Chitina, Alaska"
528,ak,10825920,1382042445000,60.7558,-147.793,2.1,8,,"48km E of Whittier, Alaska"
529,nc,72089666,1382041280000,38.8253,-122.7967,1.6,3.2,,"6km W of Cobb, California"
530,us,b000kfvj,1382040756270,-23.117,69.0736,4.9,10,,Mid-Indian Ridge
531,ak,10826748,1382040746000,60.19,-153.1686,2.1,134.5,,"40km SW of Redoubt Volcano, Alaska"
532,ak,10826747,1382039448000,59.8224,-153.1956,2,151.1,20,"76km W of Anchor Point, Alaska"
